geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,data_source,county
6001,smoothed_adj_cli,20/2/2020,0,9/6/2020,110,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,21/2/2020,0,9/6/2020,109,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,22/2/2020,0,9/6/2020,108,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,23/2/2020,0,9/6/2020,107,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,24/2/2020,0,9/6/2020,106,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,25/2/2020,0,9/6/2020,105,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,26/2/2020,0,9/6/2020,104,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,27/2/2020,0,9/6/2020,103,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,28/2/2020,0,9/6/2020,102,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,29/2/2020,0,9/6/2020,101,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,1/3/2020,0,9/6/2020,100,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,2/3/2020,0,9/6/2020,99,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,3/3/2020,0,9/6/2020,98,0,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,4/3/2020,0,9/6/2020,97,0.019267,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,5/3/2020,0,9/6/2020,96,0.016927,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,6/3/2020,0,9/6/2020,95,0.014341,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,7/3/2020,0,9/6/2020,94,0.011658,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,8/3/2020,0,9/6/2020,93,0.019996,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,9/3/2020,0,9/6/2020,92,0.006554,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,10/3/2020,0,9/6/2020,91,0.018026,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,11/3/2020,0,9/6/2020,90,0.087875,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,12/3/2020,0,9/6/2020,89,0.272943,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,13/3/2020,0,9/6/2020,88,0.545029,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,14/3/2020,0,9/6/2020,87,0.763752,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,15/3/2020,1,9/6/2020,86,0.96834,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,16/3/2020,1,9/6/2020,85,1.249808,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,17/3/2020,1,9/6/2020,84,1.176458,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,18/3/2020,1,9/6/2020,83,1.188239,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,19/3/2020,1,9/6/2020,82,1.69725,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,20/3/2020,1,9/6/2020,81,1.959667,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,21/3/2020,1,9/6/2020,80,2.222429,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,22/3/2020,1,9/6/2020,79,2.333913,NA,NA,doctor-visits,Alameda County
6001,smoothed_adj_cli,23/3/2020,1,9/6/2020,78,2.361406,NA,NA,doctor-visits,Alameda County
